customer_id,number_of_visits,product_views,cart_additions,checkout_started,previous_purchases,average_order_value,days_since_last_activity,customer_value,discount_used,email_engagement,session_duration,potential_lost_sale,recovered,recovery_probability_true
CUST-1307,8,8,2,0,3,185.66,1,High,1,0.56,674.2,0,0,0.964
CUST-1308,8,35,14,1,1,417.43,10,Medium,0,0.17,4305.0,1,1,0.584
CUST-1309,8,11,5,0,2,111.83,22,Medium,0,0.27,975.3,1,0,0.289
CUST-1310,8,19,9,1,1,249.67,2,Medium,0,0.85,1768.5,0,0,0.935
CUST-1311,3,10,4,0,1,117.59,14,Low,0,0.66,717.4,1,1,0.608
CUST-1312,3,12,6,1,1,142.58,5,Low,1,0.66,1163.6,1,1,0.893
CUST-1313,11,34,6,1,1,101.83,17,Low,0,0.44,2251.1,1,0,0.411
CUST-1314,5,12,2,0,5,139.51,2,High,0,0.26,785.6,0,0,0.879
CUST-1315,7,9,1,1,0,210.48,10,Low,0,0.28,658.2,1,0,0.261
CUST-1316,4,17,7,1,7,287.91,1,High,1,0.94,879.3,1,1,0.983
CUST-1317,4,13,2,1,2,92.29,13,Medium,0,0.3,1214.6,1,0,0.56
CUST-1318,5,16,6,0,1,152.48,7,Medium,1,0.18,1237.0,0,0,0.789
CUST-1319,6,8,3,1,3,107.93,3,Medium,0,0.57,1078.4,1,0,0.879
CUST-1320,6,25,8,0,1,156.12,2,Medium,0,0.12,1366.4,0,0,0.769
CUST-1321,9,40,17,1,8,224.39,11,High,1,0.68,2054.9,1,1,0.912
CUST-1322,9,20,5,1,10,112.24,6,High,0,0.51,2392.5,1,1,0.881
CUST-1323,8,17,5,1,2,172.01,3,Medium,0,0.45,1096.8,1,0,0.851
CUST-1324,9,37,15,1,1,89.57,4,Low,0,0.03,1802.4,0,0,0.594
CUST-1325,1,5,0,0,2,232.72,11,Medium,0,0.06,399.9,0,0,0.5
CUST-1326,3,12,5,1,3,197.96,3,High,0,0.44,1443.8,1,1,0.902
CUST-1327,3,13,6,1,7,97.02,1,High,1,0.4,1482.8,0,0,0.952
CUST-1328,3,7,4,1,0,95.91,15,Low,1,0.6,542.6,1,1,0.401
CUST-1329,7,10,5,1,6,256.14,3,High,0,0.58,1036.1,1,1,0.924
CUST-1330,1,6,2,0,2,324.87,3,High,0,0.79,595.2,1,1,0.949
CUST-1331,4,14,5,0,0,99.04,2,Low,1,0.3,1750.3,1,0,0.636
CUST-1332,3,12,2,0,0,211.14,14,Low,0,0.13,719.7,1,1,0.139
CUST-1333,5,6,1,1,0,119.81,2,Low,0,0.3,797.2,0,0,0.49
CUST-1334,11,35,9,0,0,256.36,7,Low,1,0.17,2166.5,0,0,0.426
CUST-1335,3,7,2,1,0,122.68,13,Low,1,0.43,597.1,1,0,0.378
CUST-1336,5,20,9,1,1,190.88,1,Medium,1,0.26,1325.7,1,0,0.9
CUST-1337,5,10,3,0,0,150.32,11,Low,1,0.54,1036.3,1,1,0.49
CUST-1338,1,4,1,0,6,46.31,4,Medium,1,0.32,474.7,0,0,0.877
CUST-1339,6,20,7,1,0,92.74,7,Low,0,0.73,1872.8,1,1,0.555
CUST-1340,19,76,26,1,7,189.29,3,High,1,0.13,7521.3,1,1,0.9
CUST-1341,1,1,1,1,1,179.11,8,Medium,0,0.59,246.8,1,1,0.805
CUST-1342,9,23,7,1,0,159.38,2,Low,0,0.7,2442.6,1,0,0.681
CUST-1343,11,14,5,0,6,292.52,1,High,0,0.27,1023.8,0,0,0.893
CUST-1344,13,27,9,1,0,204.63,18,Low,1,0.38,2143.9,1,0,0.231
CUST-1345,12,24,5,0,0,193.28,1,Low,0,0.36,1464.7,1,0,0.55
CUST-1346,3,14,5,1,6,45.92,11,Medium,1,0.13,1176.1,1,1,0.677
CUST-1347,3,9,4,0,2,209.26,2,Medium,1,0.63,992.1,1,1,0.944
CUST-1348,5,16,3,0,0,64.21,3,Low,0,0.44,1600.0,1,0,0.53
CUST-1349,11,12,2,1,0,139.64,11,Low,1,0.63,1262.7,1,0,0.535
CUST-1350,6,26,7,1,1,64.58,2,Low,1,0.46,1902.1,1,1,0.889
CUST-1351,1,5,2,0,1,173.96,13,Medium,1,0.55,587.1,1,1,0.792
CUST-1352,10,23,9,1,2,228.61,5,Medium,0,0.21,1781.2,1,1,0.735
CUST-1353,5,12,4,1,1,134.48,3,Low,1,0.55,1496.7,0,0,0.895
CUST-1354,7,30,10,1,3,136.51,7,Medium,1,0.15,2294.2,1,1,0.779
CUST-1355,9,11,6,1,0,88.58,3,Low,0,0.86,1162.7,1,0,0.723
CUST-1356,2,8,4,0,0,226.86,3,Low,0,0.33,894.1,0,0,0.475
CUST-1357,6,8,4,1,5,67.76,8,Medium,0,0.1,986.6,1,1,0.608
CUST-1358,2,8,4,0,5,150.34,3,High,1,0.17,736.0,0,0,0.907
CUST-1359,15,30,11,1,2,133.62,2,Medium,0,0.62,2205.4,0,0,0.9
CUST-1360,9,40,14,0,1,166.19,10,Medium,0,0.61,3165.5,1,1,0.772
CUST-1361,16,50,21,1,0,200.0,10,Low,1,0.68,3528.5,1,1,0.589
CUST-1362,13,42,19,1,0,130.06,5,Low,0,0.61,4013.4,1,1,0.555
CUST-1363,4,20,3,1,1,209.91,5,Medium,1,0.41,2424.9,1,1,0.883
CUST-1364,7,11,1,0,0,137.69,8,Low,0,0.37,686.7,1,0,0.35
CUST-1365,5,6,4,1,5,163.59,5,High,0,0.55,578.1,1,1,0.9
CUST-1366,2,7,2,0,2,81.21,4,Medium,0,0.15,949.4,1,0,0.735
CUST-1367,5,11,6,1,1,114.99,32,Low,1,0.67,738.7,1,1,0.25
CUST-1368,6,9,3,1,3,60.8,1,Medium,1,0.6,897.7,1,1,0.947
CUST-1369,8,33,8,0,2,144.13,6,Medium,1,0.57,3715.1,1,1,0.902
CUST-1370,5,12,2,1,3,194.98,14,High,1,0.3,1389.0,1,0,0.772
CUST-1371,6,9,2,1,1,127.14,7,Low,0,0.37,798.2,1,1,0.668
CUST-1372,5,6,1,1,2,134.0,13,Medium,0,0.34,352.6,1,0,0.579
CUST-1373,5,24,8,1,1,167.53,3,Medium,0,0.09,1333.1,1,1,0.735
CUST-1374,10,32,13,1,3,175.77,2,High,0,0.65,3009.2,1,1,0.94
CUST-1375,7,7,5,1,2,59.46,12,Low,1,0.18,558.0,1,0,0.579
CUST-1376,8,17,6,1,1,105.14,4,Low,0,0.24,1108.0,1,1,0.69
CUST-1377,5,20,7,0,0,64.33,8,Low,1,0.68,2197.7,1,1,0.646
CUST-1378,6,25,9,0,1,116.39,1,Low,1,0.71,2650.8,1,1,0.937
CUST-1379,3,16,6,1,2,268.31,9,High,0,0.63,1876.8,1,0,0.868
CUST-1380,3,11,4,1,1,196.19,5,Medium,1,0.12,754.3,1,0,0.808
CUST-1381,13,41,7,1,1,139.46,2,Low,0,0.3,2574.5,1,1,0.761
CUST-1382,18,37,5,0,2,301.84,5,High,1,0.54,4029.7,1,1,0.942
CUST-1383,5,11,2,1,2,160.4,8,Medium,0,0.33,1144.5,0,0,0.711
CUST-1384,8,36,9,1,0,375.01,1,Low,0,0.2,3913.7,1,0,0.47
CUST-1385,5,14,6,0,0,148.93,7,Low,0,0.34,1749.3,0,0,0.364
CUST-1386,5,6,1,1,0,104.9,5,Low,1,0.61,825.5,1,1,0.694
CUST-1387,8,28,13,0,8,78.13,2,High,1,0.23,2474.7,0,0,0.926
CUST-1388,11,44,20,1,4,186.86,9,High,0,0.3,3137.0,1,0,0.772
CUST-1389,13,54,26,1,1,115.83,3,Low,1,0.84,4768.1,0,0,0.938
CUST-1390,1,1,1,0,3,148.79,2,Medium,0,0.28,197.7,1,1,0.821
CUST-1391,2,4,1,1,3,173.58,4,High,1,0.29,375.3,1,1,0.917
CUST-1392,18,19,7,0,1,92.46,7,Low,0,0.84,2089.5,1,1,0.838
CUST-1393,4,7,1,1,10,159.19,16,High,0,0.53,451.1,1,1,0.698
CUST-1394,6,27,12,0,1,128.14,1,Low,1,0.66,2969.8,1,1,0.931
CUST-1395,13,39,17,1,3,66.31,4,Medium,0,0.33,1979.1,1,1,0.799
CUST-1396,3,11,5,1,2,177.79,1,Medium,0,0.47,1034.8,0,0,0.883
CUST-1397,2,2,1,1,1,188.28,9,Medium,0,0.77,387.1,1,1,0.84
CUST-1398,7,16,7,1,4,245.52,4,High,0,0.61,1003.1,1,1,0.92
CUST-1399,4,17,3,1,0,79.36,8,Low,0,0.51,1484.8,1,0,0.416
CUST-1400,8,27,5,1,1,328.14,3,Medium,1,0.29,1689.3,1,1,0.883
CUST-1401,7,9,4,1,0,97.06,12,Low,0,0.37,1063.3,1,0,0.25
CUST-1402,5,11,3,1,1,337.42,5,Medium,0,0.55,1280.2,1,1,0.846
CUST-1403,6,14,10,1,2,49.08,18,Low,0,0.32,1655.6,1,1,0.327
CUST-1404,3,6,1,1,2,142.19,1,Medium,1,0.26,787.2,1,0,0.9
CUST-1405,5,23,10,1,2,166.24,5,Medium,1,0.6,2405.8,0,0,0.917
CUST-1406,14,42,14,0,2,130.6,9,Medium,1,0.64,2596.7,1,1,0.881
CUST-1407,15,31,13,1,5,78.8,6,Medium,0,0.4,2230.0,1,0,0.782
CUST-1408,13,43,18,1,4,111.69,1,Medium,0,0.23,3660.3,1,1,0.823
CUST-1409,3,12,7,1,1,161.82,22,Medium,1,0.65,1144.1,1,1,0.613
CUST-1410,7,15,4,0,0,350.28,3,Low,1,0.45,1710.5,1,0,0.677
CUST-1411,5,5,4,1,4,80.75,2,Medium,0,0.21,422.9,1,1,0.799
CUST-1412,13,30,8,1,6,104.45,4,High,0,0.82,1742.1,1,1,0.946
CUST-1413,4,9,1,1,0,70.67,5,Low,0,0.55,908.8,0,0,0.525
CUST-1414,4,19,6,1,1,116.26,9,Low,0,0.22,1152.5,1,0,0.54
CUST-1415,1,4,2,0,1,134.82,3,Low,1,0.2,497.3,1,1,0.808
CUST-1416,9,11,4,1,3,216.22,4,High,0,0.26,1102.2,0,0,0.851
CUST-1417,10,34,15,1,9,163.27,5,High,0,0.5,3468.6,1,1,0.891
CUST-1418,8,17,7,0,0,262.65,4,Low,0,0.27,929.0,1,1,0.416
CUST-1419,5,9,2,1,4,137.62,15,High,0,0.53,1206.4,0,0,0.723
CUST-1420,3,5,4,0,4,26.89,12,Low,0,0.47,290.5,1,0,0.574
CUST-1421,14,17,3,1,0,166.7,4,Low,0,0.22,1283.9,1,0,0.392
CUST-1422,14,18,9,0,2,56.94,1,Low,1,0.31,1852.1,0,0,0.87
CUST-1423,16,69,22,0,0,213.18,14,Low,0,0.28,3469.3,1,0,0.179
CUST-1424,8,9,3,1,1,137.7,1,Low,0,0.34,600.5,0,0,0.796
CUST-1425,13,28,9,0,1,102.26,2,Low,0,0.19,1580.9,0,0,0.719
CUST-1426,8,35,10,1,4,75.74,1,Medium,0,0.24,3190.4,1,1,0.826
CUST-1427,10,20,6,1,0,109.42,2,Low,0,0.21,2379.9,0,0,0.445
CUST-1428,6,13,3,1,0,134.76,10,Low,0,0.42,1266.4,1,0,0.319
CUST-1429,6,20,5,1,5,306.83,6,High,1,0.36,1880.4,1,1,0.909
CUST-1430,4,4,1,0,4,129.52,19,High,0,0.68,459.0,0,0,0.686
CUST-1431,7,9,3,1,4,154.76,2,High,1,0.66,577.4,0,0,0.967
CUST-1432,5,14,6,0,7,132.97,4,High,0,0.42,726.2,1,1,0.887
CUST-1433,6,9,3,1,6,154.91,23,High,0,0.53,1135.9,1,0,0.5
CUST-1434,5,22,11,1,0,150.67,11,Low,1,0.54,1296.9,1,0,0.49
CUST-1435,1,7,3,1,3,138.83,8,Medium,0,0.18,934.6,1,0,0.646
CUST-1436,11,14,6,1,6,100.62,2,High,0,0.38,962.2,1,1,0.902
CUST-1437,15,15,6,0,5,189.97,9,High,1,0.41,1567.5,1,1,0.885
CUST-1438,8,34,11,0,0,80.74,3,Low,0,0.55,4078.6,1,0,0.584
CUST-1439,13,44,17,0,3,174.33,5,High,0,0.37,3238.7,0,0,0.863
CUST-1440,2,9,1,0,0,191.62,6,Low,0,0.59,991.9,1,0,0.515
CUST-1441,6,14,7,1,0,50.81,6,Low,1,0.23,1093.5,1,1,0.485
CUST-1442,10,22,9,1,4,76.94,8,Medium,1,0.77,1633.2,0,0,0.915
CUST-1443,7,9,2,1,1,54.5,7,Low,0,0.51,664.0,1,1,0.727
CUST-1444,13,40,16,1,2,240.61,1,Medium,0,0.61,4305.7,1,1,0.909
CUST-1445,6,14,1,1,1,107.44,4,Low,0,0.12,976.4,1,1,0.636
CUST-1446,3,12,3,1,2,234.76,7,Medium,0,0.5,895.8,1,0,0.796
CUST-1447,6,12,2,1,0,118.51,3,Low,1,0.73,1579.6,1,0,0.786
CUST-1448,5,10,5,1,5,84.04,3,Medium,0,0.25,837.0,1,0,0.792
CUST-1449,6,26,11,0,4,98.15,1,Medium,0,0.48,2098.0,0,0,0.885
CUST-1450,6,11,5,1,1,149.38,4,Low,1,0.4,1359.3,1,1,0.848
CUST-1451,10,33,5,1,1,190.69,26,Medium,1,0.36,2473.0,1,0,0.354
CUST-1452,6,10,3,1,0,140.96,3,Low,1,0.39,792.8,1,1,0.65
CUST-1453,5,21,8,0,0,209.8,5,Low,1,0.15,2395.8,1,1,0.475
CUST-1454,3,8,1,0,0,128.13,9,Low,1,0.51,604.2,0,0,0.535
CUST-1455,13,42,16,1,1,134.95,1,Low,0,0.23,2726.2,0,0,0.758
CUST-1456,3,5,0,0,1,95.12,14,Low,0,0.54,514.3,0,0,0.55
CUST-1457,10,43,12,0,3,90.24,3,Medium,0,0.61,4369.3,0,0,0.887
CUST-1458,6,17,6,1,1,196.53,13,Medium,0,0.3,1000.0,1,0,0.56
CUST-1459,10,23,9,0,2,80.88,1,Medium,1,0.5,1852.9,0,0,0.936
CUST-1460,5,6,1,0,4,118.36,1,Medium,0,0.83,563.5,1,0,0.939
CUST-1461,4,18,4,1,3,200.87,3,High,0,0.44,1282.5,1,1,0.902
CUST-1462,8,17,4,1,3,59.99,3,Medium,0,0.36,1743.1,1,1,0.826
CUST-1463,5,12,3,1,9,243.47,12,High,0,0.28,960.4,1,1,0.694
CUST-1464,8,25,7,1,4,84.68,1,Medium,1,0.42,2435.4,1,1,0.926
CUST-1465,2,6,2,0,0,243.91,7,Low,1,0.14,593.8,1,0,0.411
CUST-1466,6,7,3,0,0,80.81,1,Low,0,0.45,521.5,0,0,0.594
CUST-1467,10,43,15,0,7,196.32,11,High,0,0.36,2893.7,0,0,0.75
CUST-1468,9,39,16,1,2,106.01,10,Medium,1,0.22,2383.0,1,1,0.739
CUST-1469,6,21,9,1,10,312.35,5,High,1,0.16,1180.5,1,1,0.883
CUST-1470,3,12,2,1,0,124.23,2,Low,0,0.26,1257.9,1,0,0.47
CUST-1471,6,6,0,0,0,75.59,7,Low,1,0.18,671.2,1,0,0.43
CUST-1472,10,21,10,1,0,174.4,2,Low,1,0.55,1291.0,0,0,0.743
CUST-1473,11,34,8,1,0,111.66,2,Low,1,0.08,3276.8,1,1,0.53
CUST-1474,19,80,24,1,1,182.45,6,Medium,1,0.12,9557.3,1,1,0.789
CUST-1475,3,10,1,0,1,242.2,29,Medium,1,0.62,569.1,1,0,0.392
CUST-1476,9,29,11,1,1,198.78,14,Medium,0,0.25,2508.9,1,1,0.505
CUST-1477,9,37,14,0,1,58.12,6,Low,1,0.62,3756.1,0,0,0.872
CUST-1478,4,14,9,1,2,79.98,5,Medium,1,0.13,768.2,1,1,0.812
CUST-1479,8,32,14,1,1,156.73,39,Medium,1,0.7,3381.7,1,0,0.185
CUST-1480,3,7,2,0,1,164.22,5,Medium,1,0.41,884.5,0,0,0.883
CUST-1481,2,10,3,0,2,34.21,4,Low,0,0.51,633.3,0,0,0.792
CUST-1482,10,20,6,1,2,71.81,15,Low,0,0.32,2219.4,1,0,0.411
CUST-1483,7,30,8,1,6,83.88,2,High,0,0.19,2301.1,0,0,0.863
CUST-1484,6,15,3,1,2,250.48,1,High,1,0.36,896.5,1,1,0.948
CUST-1485,10,32,8,1,1,100.25,7,Low,0,0.57,2768.8,1,1,0.75
CUST-1486,4,18,4,0,2,190.07,1,Medium,0,0.24,983.8,1,1,0.826
CUST-1487,14,30,9,1,3,226.5,3,High,0,0.09,2606.1,1,1,0.821
CUST-1488,4,16,5,1,2,98.47,4,Medium,0,0.36,811.1,1,0,0.808
CUST-1489,9,36,18,0,6,132.73,5,High,1,0.24,3682.4,1,1,0.898
CUST-1490,6,25,9,1,1,190.32,29,Medium,1,0.51,2139.5,1,0,0.341
CUST-1491,7,10,7,1,4,57.84,2,Medium,1,0.48,903.7,0,0,0.926
CUST-1492,7,18,6,1,2,121.01,3,Medium,0,0.16,1250.0,1,1,0.761
CUST-1493,3,5,2,1,0,237.08,1,Low,1,0.6,526.2,1,1,0.782
CUST-1494,9,11,3,1,1,162.35,6,Medium,0,0.52,766.5,1,1,0.821
CUST-1495,3,8,2,1,4,163.18,8,High,0,0.55,837.1,1,1,0.863
CUST-1496,3,12,2,1,2,210.29,4,Medium,1,0.52,841.0,1,1,0.914
CUST-1497,6,6,4,0,3,105.18,2,Medium,1,0.52,591.0,0,0,0.931
CUST-1498,1,1,1,0,0,82.39,6,Low,1,0.66,202.5,1,1,0.69
CUST-1499,6,6,0,0,0,158.18,5,Low,0,0.73,654.2,1,1,0.613
CUST-1500,5,21,5,1,3,109.02,2,Medium,0,0.46,1951.9,1,0,0.868
CUST-1501,2,4,1,1,2,105.68,4,Medium,0,0.5,478.4,1,1,0.848
CUST-1502,10,33,9,1,2,81.1,4,Medium,0,0.33,3243.2,1,1,0.799
CUST-1503,3,12,4,0,0,173.67,25,Low,0,0.15,1013.2,1,0,0.043
CUST-1504,5,18,4,1,0,125.95,12,Low,0,0.51,2037.4,1,0,0.306
CUST-1505,5,22,7,1,0,82.0,8,Low,0,0.49,2253.4,1,0,0.406
CUST-1506,7,9,2,1,1,216.11,14,Medium,1,0.45,939.0,1,0,0.735
CUST-1507,4,8,2,1,1,117.42,8,Low,1,0.66,981.2,1,0,0.853
CUST-1508,5,6,1,1,3,175.59,15,High,1,0.1,698.0,1,1,0.668
CUST-1509,11,46,15,0,1,277.77,1,Medium,1,0.58,4049.3,0,0,0.945
CUST-1510,9,19,11,0,3,214.46,4,High,0,0.17,1015.4,0,0,0.826
CUST-1511,5,16,5,0,0,263.94,9,Low,1,0.52,1450.7,1,0,0.54
CUST-1512,3,6,3,0,5,212.53,6,High,0,0.09,544.3,1,1,0.761
CUST-1513,13,13,6,0,0,121.29,2,Low,0,0.49,1242.3,0,0,0.584
CUST-1514,16,35,17,1,0,92.44,3,Low,0,0.88,3389.2,1,1,0.731
CUST-1515,4,17,8,1,0,118.39,3,Low,0,0.3,1715.6,0,0,0.46
CUST-1516,16,65,24,0,7,122.43,2,High,1,0.33,6255.8,1,1,0.938
CUST-1517,5,14,7,1,0,241.47,3,Low,0,0.57,1444.6,1,0,0.594
CUST-1518,6,27,6,1,2,110.31,5,Medium,1,0.49,1519.8,1,1,0.898
CUST-1519,4,18,6,1,1,72.17,12,Low,1,0.23,1244.8,1,0,0.603
CUST-1520,7,33,18,1,0,154.18,9,Low,0,0.44,3083.0,1,0,0.354
CUST-1521,7,23,10,1,0,142.21,11,Low,0,0.4,1813.8,1,0,0.285
CUST-1522,6,7,5,1,2,94.68,13,Medium,1,0.55,886.8,1,1,0.792
CUST-1523,2,12,5,1,1,114.96,4,Low,0,0.62,829.9,1,1,0.826
CUST-1524,8,20,9,0,1,267.65,3,Medium,0,0.54,1341.0,0,0,0.872
CUST-1525,12,52,20,1,2,173.34,1,Medium,1,0.6,4559.4,0,0,0.947
CUST-1526,8,27,11,0,1,119.23,16,Low,1,0.31,2343.2,1,1,0.525
CUST-1527,4,9,3,1,3,94.38,1,Medium,1,0.75,674.8,1,1,0.96
CUST-1528,9,12,7,1,1,330.81,9,Medium,0,0.41,1058.5,1,1,0.719
CUST-1529,11,22,10,1,5,292.72,3,High,0,0.5,1086.0,1,1,0.912
CUST-1530,12,24,11,1,0,206.22,18,Low,0,0.64,1206.2,1,0,0.218
CUST-1531,1,6,3,1,1,125.1,4,Low,0,0.34,416.1,1,1,0.731
CUST-1532,4,13,4,0,0,92.22,11,Low,0,0.47,1201.0,1,0,0.314
CUST-1533,6,26,5,0,0,93.89,2,Low,0,0.51,2988.2,1,1,0.594
CUST-1534,6,7,4,0,2,124.39,3,Medium,1,0.77,604.7,1,1,0.952
CUST-1535,5,21,8,1,1,110.12,6,Low,1,0.23,1134.1,1,1,0.758
CUST-1536,2,7,2,1,6,137.79,38,High,1,0.12,783.1,1,0,0.117
CUST-1537,4,15,3,1,8,134.73,5,High,1,0.41,1799.0,1,1,0.926
CUST-1538,3,6,3,1,0,85.45,17,Low,0,0.44,382.8,1,0,0.174
CUST-1539,6,26,11,1,0,86.9,10,Low,0,0.05,1991.3,1,0,0.182
CUST-1540,12,48,20,1,4,119.77,10,Medium,1,0.52,2834.9,1,1,0.838
CUST-1541,2,4,2,1,0,133.1,4,Low,1,0.06,251.1,1,0,0.46
CUST-1542,5,5,1,1,0,257.44,3,Low,0,0.37,512.4,1,1,0.495
CUST-1543,6,11,3,1,0,158.2,2,Low,0,0.55,1382.8,1,1,0.613
CUST-1544,4,18,2,1,1,155.54,20,Medium,1,0.2,1897.1,1,1,0.45
CUST-1545,6,8,4,1,1,161.05,20,Medium,0,0.52,1117.2,1,1,0.46
CUST-1546,13,20,4,0,2,229.64,9,Medium,0,0.38,1651.5,1,0,0.707
CUST-1547,9,10,4,1,5,582.43,3,High,0,0.42,1174.7,1,1,0.898
CUST-1548,7,17,6,1,3,106.16,2,Medium,1,0.5,1083.2,0,0,0.928
CUST-1549,14,42,15,1,1,319.05,27,Medium,0,0.42,2348.0,1,1,0.231
CUST-1550,4,13,7,1,0,67.17,1,Low,1,0.6,1331.5,1,1,0.782
CUST-1551,9,38,8,0,1,120.35,12,Low,0,0.5,2811.0,0,0,0.589
CUST-1552,13,53,21,0,2,81.15,3,Medium,0,0.57,3778.9,0,0,0.879
CUST-1553,9,20,4,1,2,187.54,4,Medium,1,0.08,2024.1,1,0,0.815
CUST-1554,10,30,6,1,0,211.74,11,Low,0,0.64,2174.0,1,0,0.392
CUST-1555,5,6,2,0,3,72.25,1,Medium,0,0.36,674.5,0,0,0.858
CUST-1556,3,3,0,0,6,223.71,3,High,0,0.25,348.8,0,0,0.863
CUST-1557,1,8,4,0,13,162.82,19,High,1,0.18,933.9,0,0,0.594
CUST-1558,4,14,5,1,2,200.42,8,Medium,0,0.26,1002.5,1,1,0.681
CUST-1559,7,29,5,1,1,238.65,9,Medium,0,0.42,2636.4,1,1,0.723
CUST-1560,2,8,1,0,1,189.98,9,Medium,1,0.27,504.2,1,1,0.779
CUST-1561,13,21,8,1,0,65.54,1,Low,0,0.6,2259.0,1,1,0.664
CUST-1562,10,11,5,1,5,114.76,2,High,0,0.24,1128.3,1,1,0.874
CUST-1563,10,33,11,1,3,70.03,5,Medium,1,0.46,2051.5,1,1,0.893
CUST-1564,11,46,16,1,5,48.19,3,Medium,0,0.51,2938.3,1,0,0.865
CUST-1565,10,21,9,0,3,78.55,4,Medium,0,0.47,1459.5,0,0,0.84
CUST-1566,5,16,6,1,0,119.09,10,Low,0,0.36,1514.7,1,1,0.293
CUST-1567,13,56,17,1,3,307.85,1,High,1,0.3,4963.3,1,0,0.942
CUST-1568,6,19,7,0,1,136.84,7,Low,0,0.5,1367.3,0,0,0.723
CUST-1569,9,28,11,1,1,163.39,1,Medium,0,0.3,2759.5,0,0,0.843
CUST-1570,7,23,9,1,4,107.77,1,Medium,1,0.29,2608.4,1,1,0.906
CUST-1571,7,16,6,0,3,125.73,4,Medium,0,0.3,848.0,1,1,0.789
CUST-1572,10,20,11,0,5,143.13,12,High,0,0.61,1620.3,1,1,0.815
CUST-1573,8,10,2,1,4,122.53,1,Medium,0,0.51,966.4,0,0,0.891
CUST-1574,9,10,6,1,1,178.98,5,Medium,1,0.1,1017.5,1,1,0.802
CUST-1575,5,23,8,0,1,102.31,7,Low,0,0.5,1128.0,1,0,0.723
CUST-1576,6,19,8,0,0,67.41,2,Low,1,0.12,1290.7,1,0,0.55
CUST-1577,7,30,7,0,0,60.15,5,Low,1,0.38,1635.1,1,0,0.589
CUST-1578,13,19,6,1,5,204.38,15,High,0,0.59,1714.4,1,1,0.746
CUST-1579,6,15,7,1,1,35.42,5,Low,0,0.36,1528.7,1,1,0.715
CUST-1580,3,3,1,1,0,124.71,2,Low,1,0.06,345.2,1,1,0.52
CUST-1581,3,14,2,0,1,80.03,6,Low,0,0.64,1038.6,1,1,0.796
CUST-1582,9,13,5,0,0,181.97,6,Low,0,0.63,1073.0,1,1,0.535
CUST-1583,3,12,2,1,0,138.76,1,Low,1,0.39,1398.7,1,0,0.703
CUST-1584,2,11,8,1,4,140.38,1,High,0,0.39,774.2,1,1,0.914
CUST-1585,6,26,12,1,1,145.92,2,Low,0,0.58,2277.0,0,0,0.848
CUST-1586,2,11,1,0,0,143.68,1,Low,0,0.16,1283.2,1,1,0.45
CUST-1587,9,11,6,1,3,67.31,2,Medium,0,0.24,1281.1,1,1,0.808
CUST-1588,2,11,6,1,2,110.67,4,Medium,0,0.28,1183.1,1,1,0.782
CUST-1589,7,29,9,1,0,90.44,3,Low,1,0.91,2107.9,0,0,0.84
CUST-1590,4,15,6,1,1,98.32,14,Low,1,0.44,1709.5,1,1,0.646
CUST-1591,5,21,7,1,3,144.63,6,Medium,0,0.65,2183.5,1,1,0.856
CUST-1592,7,12,5,0,1,204.98,13,Medium,0,0.56,1225.3,1,1,0.681
CUST-1593,6,24,7,0,2,201.74,5,Medium,0,0.45,1255.3,1,1,0.818
CUST-1594,5,16,5,1,3,156.04,1,Medium,0,0.11,932.0,1,1,0.786
CUST-1595,5,13,4,1,1,113.75,4,Low,0,0.13,1311.5,0,0,0.641
CUST-1596,10,42,11,0,0,140.29,11,Low,0,0.55,4953.8,1,0,0.35
CUST-1597,5,13,6,1,2,190.23,2,Medium,1,0.54,1419.5,1,1,0.933
CUST-1598,3,7,2,1,4,98.04,1,Medium,0,0.38,911.3,0,0,0.863
CUST-1599,5,8,2,0,4,137.6,3,High,0,0.38,788.6,1,1,0.891
CUST-1600,7,22,11,0,0,107.33,3,Low,0,0.09,1672.0,1,1,0.359
CUST-1601,15,32,11,0,1,97.33,3,Low,0,0.19,3207.1,1,1,0.694
CUST-1602,8,18,6,1,0,133.82,1,Low,1,0.51,1928.8,1,1,0.75
CUST-1603,4,13,8,1,4,114.03,2,Medium,0,0.32,1288.3,1,1,0.832
CUST-1604,15,47,20,1,1,157.63,7,Medium,1,0.54,5520.1,1,1,0.885
CUST-1605,6,14,3,1,7,114.82,3,High,0,0.44,1065.9,1,1,0.902
CUST-1606,6,26,9,0,0,128.23,7,Low,0,0.38,1346.9,0,0,0.382
CUST-1607,2,9,6,1,2,67.27,5,Low,1,0.17,1155.9,0,0,0.758
CUST-1608,12,49,16,0,4,194.15,5,High,0,0.32,2850.2,1,1,0.851
CUST-1609,11,44,14,1,0,195.78,2,Low,0,0.35,4330.7,1,1,0.515
CUST-1610,4,20,5,1,0,90.37,5,Low,1,0.43,2332.0,1,1,0.613
CUST-1611,10,34,9,0,1,94.27,1,Low,0,0.27,2385.4,1,1,0.772
CUST-1612,7,17,7,1,3,148.09,4,Medium,1,0.54,1925.7,1,1,0.917
CUST-1613,6,16,7,1,0,109.17,6,Low,0,0.73,1156.1,1,0,0.584
CUST-1614,22,24,13,1,2,155.36,2,Medium,0,0.24,2641.8,1,1,0.808
CUST-1615,2,6,3,1,0,247.17,2,Low,0,0.8,412.6,0,0,0.723
CUST-1616,11,11,3,1,4,92.49,2,Medium,1,0.52,1162.7,1,1,0.931
